,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
0,google_gemma-7b,wikitext-512,256000,3072,0,3072,158694673,[83202],[0.99974231],9.061977613767867,[83202],[0.99983335],9.061892,79297578,105491962,3072
1,google_gemma-7b,wikitext-512,256000,3072,1,3072,101161233,[738],[0.99966575],-15.069105583687303,[738],[0.9999939],-15.069431,79198495,53838405,3072
2,google_gemma-7b,wikitext-512,256000,3072,2,3072,172769462,[231255],[0.42705867],-16.707191489124728,[231255],[0.41773888],-16.685139,78870269,129953425,3072
3,google_gemma-7b,wikitext-512,256000,3072,3,3072,118656299,[30866],[0.99919728],-19.56354708922324,[30866],[0.9998447],-19.56419,78977607,106324911,3072
4,google_gemma-7b,wikitext-512,256000,3072,4,3072,198301973,[235265],[0.36853022],-38.05215957792403,[235265],[0.34295955],-37.980225,79152017,82221122,3072
5,google_gemma-7b,wikitext-512,256000,3072,5,3072,113761268,[235265],[6.08771068e-06],12.711169461061193,[17726],[0.98972297],9.256559,79392604,81638140,3072
6,google_gemma-7b,wikitext-512,256000,3072,6,3072,114051116,[954],[0.67696966],-16.397976190941126,[954],[0.65997124],-16.372541,79677355,55766836,3072
7,google_gemma-7b,wikitext-512,256000,3072,7,3072,149426359,[954],[0.98719865],-19.34122672446093,[954],[0.9819734],-19.335924,79200264,102283490,3072
8,google_gemma-7b,wikitext-512,256000,3072,8,3072,102592833,[218217],[0.38662573],-16.16328636235415,[218217],[0.3854713],-16.160305,78711181,88757074,3072
9,google_gemma-7b,wikitext-512,256000,3072,9,3072,114601206,[954],[0.95832531],-18.632620078274545,[954],[0.9770808],-18.652039,80758275,75480971,3072
10,google_gemma-7b,wikitext-512,256000,3072,10,3072,152460964,[218217],[0.7015657],-13.027851069710975,[218217],[0.65404254],-12.957721,81026699,63711648,3072
11,google_gemma-7b,wikitext-512,256000,3072,11,3072,174572255,[664],[0.9271022],-14.595609417800821,[664],[0.92861426],-14.597238,80810761,90499600,3072
12,google_gemma-7b,wikitext-512,256000,3072,12,3072,202777607,[3413],[0.6101853],-5.623281694338761,[3413],[0.6135359],-5.628762,79407292,195003388,3072
13,google_gemma-7b,wikitext-512,256000,3072,13,3072,161566018,[100602],[0.60858069],26.354770537439695,[100602],[0.43701142],26.685944,78628652,19519542,3072
14,google_gemma-7b,wikitext-512,256000,3072,14,3072,118732573,[29485],[0.99999967],13.096488325764778,[29485],[1.],13.096485,80099015,88067678,3072
