,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
0,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,0,4096,33670123,[43089],[0.99154046],23.853121003003142,[43089],[0.99412775],23.850512,6925851,30709214,4096
1,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,1,4096,37392103,[7351],[0.91543634],21.103105882312352,[7351],[0.9330593],21.084038,10388920,33470369,4096
2,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,2,4096,9757684,[20],[0.18147889],32.93850185453098,[20],[0.19817302],32.8505,4617252,9700830,4096
3,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,3,4096,49075294,[315],[0.99011864],24.101345913911242,[315],[0.9885152],24.102968,6925892,53202605,4096
4,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,4,4096,60533064,[323],[0.22820077],19.989713628349335,[323],[0.20196585],20.11184,10388879,57335987,4096
5,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,5,4096,47760569,[1174],[0.68534094],21.211838478742315,[1174],[0.6962223],21.196083,6925953,46906959,4096
6,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,6,4096,45788723,[87449],[0.24418969],18.326950885997466,[87449],[0.22940037],18.389427,6925953,45531321,4096
7,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,7,4096,62520884,[578],[0.1744704],18.26325407088709,[578],[0.1603447],18.347683,6926071,65953388,4096
8,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,8,4096,81779096,[96265],[0.20845215],16.316802151392398,[96265],[0.20767091],16.320557,6926071,78840050,4096
9,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,9,4096,63086520,[315],[0.92263533],21.821169479696046,[315],[0.9383267],21.804308,6925953,61844930,4096
10,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,10,4096,62452170,[10098],[0.27434972],17.697209812212478,[10098],[0.28172725],17.670673,6925953,62341447,4096
11,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,11,4096,48798700,[574],[0.69384535],20.856480605607363,[574],[0.7016449],20.845303,10388777,45193881,4096
12,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,12,4096,45064734,[9052],[0.55130022],22.061629854921392,[9052],[0.5551391],22.054684,6926275,44001089,4096
13,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,13,4096,50308040,[279],[0.31187759],18.472668232973664,[279],[0.32699433],18.425337,10388838,42492807,4096
14,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,14,4096,66767850,[1027],[0.46620482],17.36183932398024,[1027],[0.41355914],17.481653,6925953,65388579,4096
15,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,15,4096,52535336,[311],[0.5049355],24.895171884460787,[311],[0.5015963],24.901806,6925851,53005042,4096
16,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,16,4096,12000506,[21312],[0.01034473],45.58210409000638,[21312],[0.00889755],45.732822,6925960,10431302,4096
17,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,17,4096,66969881,[4987],[0.96307944],21.46969488335329,[4987],[0.96742815],21.465189,10388838,62365079,4096
18,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,18,4096,62911952,[1174],[0.2325414],19.04833622083738,[662],[0.34986678],19.46826,6926098,62156889,4096
19,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,19,4096,56860591,[27253],[0.80539054],25.012622057467276,[27253],[0.7974792],25.022495,10388777,54099028,4096
20,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,20,4096,54740501,[578],[0.26372876],17.735765330091994,[578],[0.2530211],17.77722,6925953,53475994,4096
21,meta-llama_Meta-Llama-3-8B,wikitext-512,128256,4096,21,4096,55373813,[616],[0.99890843],27.088811127652722,[616],[0.99860114],27.089117,6926044,47857141,4096
