,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
0,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,0,4096,30827013,[1933],[0.35336417],17.41759642861889,[1933],[0.35316083],17.41817,6925892,27765709,4096
1,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,1,4096,14453931,[83],[0.17395197],17.380662281735518,[8248],[0.23200694],17.738632,4617234,13155542,4096
2,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,2,4096,32654622,[8931],[0.07424188],18.61369825600366,[8931],[0.10267805],18.289429,6925892,30995097,4096
3,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,3,4096,29735653,[814],[0.54727152],19.517460184524317,[814],[0.6018862],19.422337,4617347,29162366,4096
4,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,4,4096,21623637,[366],[0.2755681],18.544440370636593,[366],[0.45079413],18.05227,6925892,13884767,4096
5,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,5,4096,24324176,[1051],[0.26127575],17.557327856144234,[1051],[0.26892507],17.528475,6925892,21927031,4096
6,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,6,4096,28784709,[29],[0.96643503],25.351386691234435,[29],[0.9652457],25.352613,4617234,25136041,4096
7,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,7,4096,26721176,[779],[0.14763974],17.233004656375563,[779],[0.15176457],17.205452,6925878,26141154,4096
8,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,8,4096,22796314,[1820],[0.34804943],18.680719761754805,[1820],[0.32259256],18.756674,4617261,21760138,4096
9,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,9,4096,20392282,[5718],[0.06942998],20.111692352955266,[14640],[0.36649388],19.178654,6925919,17370250,4096
10,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,10,4096,42958251,[3492],[0.75176628],20.463298785727353,[3492],[0.79447925],20.408037,4617261,37342230,4096
11,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,11,4096,23963966,[452],[0.00197403],23.25435255235123,[452],[0.15045382],18.920763,4617261,23034137,4096
12,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,12,4096,26471868,[912],[0.25221936],19.35781422786849,[912],[0.26790553],19.29748,4617261,24757836,4096
13,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,13,4096,27923349,[271],[0.29012558],19.44920479639786,[271],[0.28243372],19.47608,6925919,24896478,4096
14,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,14,4096,27352266,[13],[0.39923905],18.239117766188404,[13],[0.37836722],18.292812,3078201,24446527,4096
15,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,15,4096,26585875,[555],[0.35154135],22.406641606692205,[555],[0.3452182],22.424797,4617261,23597726,4096
16,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,16,4096,24263932,[54079],[0.25327163],20.90870646905796,[54079],[0.24714199],20.93322,4617347,20669592,4096
17,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,17,4096,27451329,[7403],[0.38125467],19.257553991233852,[424],[0.93813384],22.016691,4617564,26167572,4096
18,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,18,4096,25321634,[387],[0.40229546],20.870262396695683,[387],[0.39514375],20.8882,6925973,21199352,4096
19,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,19,4096,37098667,[1027],[0.40135407],18.46522222756562,[1027],[0.3969575],18.476234,10388777,35487117,4096
20,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,20,4096,38096383,[271],[0.94164502],20.247941626389427,[271],[0.95327747],20.235668,6925919,31278562,4096
