,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
0,model,wikitext-512,50257,768,0,768,5285748,[390],[0.04227932],-83.38752239949667,[390],[0.03553482],-83.213745,4216689,3834379,768
1,model,wikitext-512,50257,768,1,768,4391107,[373],[0.25237452],-94.34568545216585,[373],[0.2676987],-94.404625,3847007,2176241,768
2,model,wikitext-512,50257,768,2,768,3826894,[198],[0.99881006],-251.27148391050227,[198],[0.9993767],-251.27205,3819730,3038327,768
3,model,wikitext-512,50257,768,3,768,5210508,[40911],[0.08291979],-98.72319225020048,[40911],[0.08358098],-98.73115,3945636,2826489,768
4,model,wikitext-512,50257,768,4,768,4156455,[2488],[0.57560638],-33.8320262334104,[2488],[0.5741354],-33.829468,3820536,2736603,768
5,model,wikitext-512,50257,768,5,768,4206635,[764],[0.60993758],-58.877778475763385,[764],[0.61829203],-58.89138,3824518,2997613,768
6,model,wikitext-512,50257,768,6,768,4913903,[284],[0.45678651],-58.28631176287537,[284],[0.4555022],-58.283493,3953946,2632440,768
7,model,wikitext-512,50257,768,7,768,3821209,[198],[0.99935428],-252.17217511319157,[198],[0.99954814],-252.17235,3819730,3473846,768
8,model,wikitext-512,50257,768,8,768,6779031,[31],[0.59853309],106.38261245107098,[31],[0.83120805],106.05423,3866135,2704825,768
9,model,wikitext-512,50257,768,9,768,4229690,[351],[0.1615896],-126.35241436491597,[351],[0.13351136],-126.16153,3870404,2448224,768
10,model,wikitext-512,50257,768,10,768,5123293,[370],[0.13852628],-86.73621069533864,[370],[0.15122254],-86.8239,3844826,3026465,768
11,model,wikitext-512,50257,768,11,768,6220122,[284],[0.73056565],-96.5268383478394,[284],[0.88383555],-96.71729,3942551,3977270,768
12,model,wikitext-512,50257,768,12,768,5625148,[796],[0.94284039],66.56064354664632,[796],[0.9470394],66.55619,3931549,3086963,768
13,model,wikitext-512,50257,768,13,768,4215266,[82],[0.77748064],-90.33570580313867,[82],[0.7015438],-90.23294,3838890,3526601,768
14,model,wikitext-512,50257,768,14,768,4581970,[705],[0.28712619],-81.1074674179,[705],[0.3260714],-81.23468,3863769,3324183,768
15,model,wikitext-512,50257,768,15,768,5225224,[329],[0.89717072],-19.638847303272808,[329],[0.94848657],-19.694473,3867976,3374739,768
16,model,wikitext-512,50257,768,16,768,4161404,[15240],[0.08487763],-134.39391364959465,[15240],[0.07307758],-134.24425,3821957,2677517,768
