,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
0,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,0,4096,5842653,[13],[0.97768632],17.231848321136898,[13],[0.99141735],17.217901,1152045,5788346,4096
1,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,1,4096,8594070,[28705],[0.24421357],14.30222350807366,[28705],[0.24021661],14.318724,1152036,8472106,4096
2,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,2,4096,12186806,[400],[0.25425694],14.926031493115893,[400],[0.26880172],14.870405,1152018,12050445,4096
3,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,3,4096,4994987,[28707],[0.99668367],18.81480331873812,[28707],[0.9987866],18.812696,512038,4992275,4096
4,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,4,4096,9040338,[1753],[0.35883914],15.90114374242491,[1753],[0.35468104],15.912803,1728000,8961578,4096
5,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,5,4096,7580087,[21542],[0.22876805],14.179310351294111,[21542],[0.20846175],14.272264,1152018,7271732,4096
6,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,6,4096,10224504,[442],[0.54139054],15.162998495172943,[442],[0.5428896],15.160235,1728027,9674752,4096
7,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,7,4096,7394919,[347],[0.18379518],15.302797116029067,[347],[0.16039029],15.439011,1152000,7158807,4096
8,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,8,4096,12790827,[272],[0.51530754],14.609497894947125,[272],[0.5422965],14.558454,1728027,12588374,4096
9,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,9,4096,11030849,[2942],[0.11604345],14.523583526655136,[2942],[0.11832161],14.504144,1728068,10989939,4096
10,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,10,4096,6478106,[298],[0.86129467],16.731746572451897,[298],[0.9080936],16.678835,768197,6476086,4096
11,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,11,4096,8946422,[592],[0.95685024],16.877921098285455,[592],[0.9527192],16.882246,768012,9344205,4096
12,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,12,4096,13282559,[7105],[0.0710493],13.267148726426292,[1274],[0.11518307],13.561932,1152000,13756323,4096
13,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,13,4096,8359155,[821],[0.69674875],15.655186068845223,[821],[0.68373823],15.674035,1152000,8328755,4096
14,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,14,4096,7612242,[7471],[0.95637455],17.940674226754602,[7471],[0.9486436],17.948793,1152000,7419739,4096
15,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,15,4096,10952258,[264],[0.21008573],14.616464412590384,[264],[0.21867898],14.576375,1152063,10980569,4096
16,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,16,4096,9655649,[5756],[0.45418969],15.227023595090666,[5756],[0.49728364],15.136387,1728000,7933920,4096
17,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,17,4096,8211802,[14456],[0.40347722],12.871815235564796,[14456],[0.42269406],12.825284,1152000,8211782,4096
18,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,18,4096,6959590,[264],[0.10179904],11.954223528461776,[264],[0.12258065],11.768457,1152000,6781839,4096
19,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,19,4096,7768290,[13],[0.46419729],15.30449968648842,[13],[0.53674716],15.159285,768012,7758893,4096
20,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,20,4096,7302520,[4213],[0.44511987],15.115743299763437,[4213],[0.46884733],15.0638075,768000,7641630,4096
21,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,21,4096,12995553,[272],[0.29662703],14.47709956085909,[272],[0.3138131],14.420779,1728054,12868398,4096
22,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,22,4096,12551861,[28705],[0.08911667],12.480169616908535,[28705],[0.09140317],12.454833,1728027,12163901,4096
