,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
0,gpt2,penn_treebank_512,50257,768,0,768,4640920,[2954],[0.97703422],-213.46404056987052,[2954],[0.9881691],-213.47537,3858693,3710584,768
1,gpt2,penn_treebank_512,50257,768,1,768,6371605,[13],[0.55912279],-9.389840514859687,[13],[0.54115444],-9.357179,4094901,3200431,768
2,gpt2,penn_treebank_512,50257,768,2,768,5055082,[1279],[0.11735204],-93.52508658728027,[1279],[0.10978597],-93.45844,3977598,4466524,768
3,gpt2,penn_treebank_512,50257,768,3,768,4398599,[13423],[0.15232649],-108.28739169733738,[13423],[0.15342157],-108.29453,4002518,3360323,768
4,gpt2,penn_treebank_512,50257,768,4,768,5145912,[416],[0.17050406],-118.40373329299733,[416],[0.1822154],-118.47013,3979205,3602004,768
5,gpt2,penn_treebank_512,50257,768,5,768,4950295,[11115],[0.1736108],-110.16501532409112,[11115],[0.14295657],-109.97074,3909060,3716006,768
6,gpt2,penn_treebank_512,50257,768,6,768,7091857,[262],[0.03789014],-118.51416711222377,[262],[0.03516651],-118.43958,4011909,4320095,768
7,gpt2,penn_treebank_512,50257,768,7,768,4620933,[416],[0.45983679],-98.98666615107167,[416],[0.5348789],-99.137856,3930876,3764576,768
8,gpt2,penn_treebank_512,50257,768,8,768,5099279,[12],[0.63438548],138.66682944920862,[12],[0.6628133],138.62296,3941575,2819370,768
9,gpt2,penn_treebank_512,50257,768,9,768,4207991,[284],[0.96429205],139.18302855529896,[284],[0.9754204],139.17162,4025634,3162960,768
10,gpt2,penn_treebank_512,50257,768,10,768,4989861,[198],[0.14311837],-77.12725160421175,[198],[0.12444495],-76.98744,3880388,2852426,768
11,gpt2,penn_treebank_512,50257,768,11,768,6078143,[546],[0.79175248],76.93361021845661,[546],[0.82636625],76.89082,3915755,4487122,768
12,gpt2,penn_treebank_512,50257,768,12,768,5203496,[340],[0.26003576],-103.53081046884648,[340],[0.2923164],-103.64784,3954276,3489364,768
13,gpt2,penn_treebank_512,50257,768,13,768,6057411,[198],[0.26509684],-91.13556623589889,[198],[0.30491665],-91.2755,3909785,4081954,768
14,gpt2,penn_treebank_512,50257,768,14,768,4723387,[373],[0.17556681],-120.51668835386644,[373],[0.16507588],-120.455055,4192117,3156852,768
15,gpt2,penn_treebank_512,50257,768,15,768,7275864,[13],[0.61287833],-45.432385341928914,[13],[0.61428005],-45.434673,4139722,4146564,768
16,gpt2,penn_treebank_512,50257,768,16,768,4891956,[1279],[0.33087473],-108.23990132436492,[1279],[0.3258097],-108.22446,4036959,2928979,768
17,gpt2,penn_treebank_512,50257,768,17,768,5627406,[286],[0.46246411],-94.57106831263704,[286],[0.48128366],-94.61097,4080022,4864734,768
18,gpt2,penn_treebank_512,50257,768,18,768,5911697,[262],[0.07594811],-133.97878314881103,[262],[0.07670946],-133.98875,3895717,4119316,768
19,gpt2,penn_treebank_512,50257,768,19,768,5898980,[13],[0.56923839],97.96045151080895,[13],[0.58731455],97.92918,3921008,3573270,768
20,gpt2,penn_treebank_512,50257,768,20,768,5110375,[27],[0.30312302],-88.73137125526239,[27],[0.2919272],-88.69373,4088459,3156044,768
21,gpt2,penn_treebank_512,50257,768,21,768,5485941,[1279],[0.20727208],-112.41580188535488,[1279],[0.2087417],-112.42286,4557478,4315283,768
22,gpt2,penn_treebank_512,50257,768,22,768,3822125,[198],[0.99756992],-252.20685651736596,[198],[0.99971133],-252.20898,3819730,3163010,768
23,gpt2,penn_treebank_512,50257,768,23,768,4947117,[587],[0.12839044],-122.02744456383095,[587],[0.16285416],-122.265144,4082320,3018484,768
24,gpt2,penn_treebank_512,50257,768,24,768,4509419,[29],[0.98334804],147.34110246077694,[29],[0.98831207],147.33606,4879753,3839991,768
25,gpt2,penn_treebank_512,50257,768,25,768,4903579,[389],[0.09909967],-126.75189317751581,[389],[0.1139128],-126.89121,4158977,4200002,768
26,gpt2,penn_treebank_512,50257,768,26,768,6861148,[198],[0.14661497],-118.89479005234763,[198],[0.14728072],-118.89933,4084479,3158313,768
27,gpt2,penn_treebank_512,50257,768,27,768,7214807,[1279],[0.16918223],-95.0227359196514,[1279],[0.13957903],-94.830376,3824416,4056817,768
28,gpt2,penn_treebank_512,50257,768,28,768,10709820,[20983],[0.05030127],-120.22328010797455,[20983],[0.04900882],-120.19723,3945165,3132586,768
29,gpt2,penn_treebank_512,50257,768,29,768,4383067,[198],[0.18182795],-124.96026074953028,[198],[0.21429943],-125.124565,3846729,3756092,768
30,gpt2,penn_treebank_512,50257,768,30,768,5721760,[1279],[0.13495605],-121.33914333700774,[1279],[0.13088232],-121.30849,4058602,4029955,768
31,gpt2,penn_treebank_512,50257,768,31,768,5264448,[286],[0.23791393],-94.19920924453851,[286],[0.24464577],-94.22711,3974896,2803757,768
32,gpt2,penn_treebank_512,50257,768,32,768,4281997,[657],[0.06497038],-154.82669252322415,[657],[0.07006338],-154.90213,3895259,3322468,768
33,gpt2,penn_treebank_512,50257,768,33,768,4847620,[198],[0.23655739],-113.01825915787575,[198],[0.25928146],-113.109985,4037934,3603471,768
34,gpt2,penn_treebank_512,50257,768,34,768,5557312,[198],[0.2094277],-88.04831762745748,[198],[0.23554718],-88.165855,3987829,4494475,768
35,gpt2,penn_treebank_512,50257,768,35,768,4561667,[2954],[0.96662906],-214.52109799385363,[2954],[0.9910458],-214.54604,3842535,4157701,768
36,gpt2,penn_treebank_512,50257,768,36,768,4599640,[2954],[0.93174779],-217.20512475354712,[2954],[0.9425626],-217.21667,3862880,3235254,768
37,gpt2,penn_treebank_512,50257,768,37,768,4907402,[9044],[0.85171477],-54.7330587311251,[9044],[0.8729698],-54.75771,3904601,3413155,768
38,gpt2,penn_treebank_512,50257,768,38,768,4581528,[307],[0.13331403],-140.00259135576914,[307],[0.12852298],-139.96599,3956676,3026362,768
39,gpt2,penn_treebank_512,50257,768,39,768,4538853,[29],[0.98555782],134.160864009045,[29],[0.9921445],134.15422,4463971,3736133,768
40,gpt2,penn_treebank_512,50257,768,40,768,6754961,[1279],[0.22063033],36.518842666278914,[262],[0.50741285],36.455326,3994572,3770004,768
41,gpt2,penn_treebank_512,50257,768,41,768,3821432,[198],[0.99940325],-252.83682066972383,[198],[0.9997092],-252.83714,3819730,2859914,768
42,gpt2,penn_treebank_512,50257,768,42,768,4295692,[79],[0.98875625],-229.60359124406853,[79],[0.99677986],-229.61168,3840820,3810686,768
43,gpt2,penn_treebank_512,50257,768,43,768,4351712,[15294],[0.12832652],-154.53832965696887,[15294],[0.1242936],-154.50633,3921525,2934136,768
44,gpt2,penn_treebank_512,50257,768,44,768,4690967,[29],[0.98866419],-151.65708699792253,[29],[0.9936242],-151.66214,4147650,3465058,768
