,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
0,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,0,4096,8059369,[13],[0.98178308],17.22766681071291,[13],[0.99141735],17.217901,512000,8056657,4096
1,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,1,4096,11552010,[28705],[0.24622584],14.29401748178308,[28705],[0.24021661],14.318724,768000,11552002,4096
2,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,2,4096,13723788,[400],[0.26168649],14.89722963853208,[400],[0.26880172],14.870405,768000,13723294,4096
3,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,3,4096,6240029,[28707],[0.99722691],18.814258418133544,[28707],[0.9987866],18.812696,512020,6237317,4096
4,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,4,4096,12524375,[1753],[0.35840545],15.902353047939897,[1753],[0.35468104],15.912803,512008,12524375,4096
5,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,5,4096,10187927,[21542],[0.22387917],14.200910583024918,[21542],[0.20846175],14.272264,512008,10187927,4096
6,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,6,4096,15483002,[442],[0.53779112],15.169669162071312,[442],[0.5428896],15.160235,768000,15482020,4096
7,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,7,4096,9362944,[347],[0.17717664],15.339471906730209,[347],[0.16039029],15.439011,768000,9362944,4096
8,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,8,4096,15463860,[272],[0.52008966],14.600260567330142,[272],[0.5422965],14.558454,768000,15462035,4096
9,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,9,4096,12337172,[2942],[0.11822902],14.504924663279692,[2942],[0.11832161],14.504144,768030,12334063,4096
10,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,10,4096,9688779,[298],[0.88648874],16.702914833474573,[298],[0.9080936],16.678835,512008,9687797,4096
11,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,11,4096,11894329,[592],[0.96285377],16.871666437899634,[592],[0.9527192],16.882246,512000,11891617,4096
12,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,12,4096,17395543,[1274],[0.10860025],13.620779266405016,[1274],[0.11518307],13.561932,512000,17395543,4096
13,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,13,4096,12221936,[821],[0.70851635],15.638437803532833,[821],[0.68373823],15.674035,512008,12220954,4096
14,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,14,4096,13431377,[7471],[0.95945317],17.93746034507962,[7471],[0.9486436],17.948793,512000,13429357,4096
15,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,15,4096,13708579,[264],[0.21648413],14.586462879345273,[264],[0.21867898],14.576375,512008,13708579,4096
16,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,16,4096,13392476,[5756],[0.47843882],15.175010185334928,[5756],[0.49728364],15.136387,768000,13380619,4096
17,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,17,4096,13077514,[14456],[0.40865367],12.85906723891358,[14456],[0.42269406],12.825284,512008,13077514,4096
18,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,18,4096,9877399,[264],[0.10179773],11.954236305159734,[264],[0.12258065],11.768457,512000,9877399,4096
19,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,19,4096,11145847,[13],[0.47132089],15.289270178783633,[13],[0.53674716],15.159285,768000,11144751,4096
20,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,20,4096,10860111,[4213],[0.44845821],15.108271414164525,[4213],[0.46884733],15.0638075,512000,10860111,4096
21,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,21,4096,18406989,[272],[0.29741849],14.474434924760903,[272],[0.3138131],14.420779,1152000,18403849,4096
22,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,22,4096,17537374,[28705],[0.08836788],12.488607441127506,[28705],[0.09140317],12.454833,768012,17535526,4096
23,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,23,4096,14669491,[13],[0.13330696],12.490798321905029,[13],[0.15490487],12.340643,512008,14669491,4096
24,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,24,4096,11985088,[761],[0.96178149],17.00314989448472,[761],[0.9782215],16.9862,512028,11983068,4096
25,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,25,4096,9567790,[28713],[0.96154287],17.132920350560138,[28713],[0.9895086],17.104256,512008,9565770,4096
26,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,26,4096,12409511,[6251],[0.53416672],14.98693631664365,[6251],[0.52854794],14.99751,512008,12408529,4096
27,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,27,4096,10854257,[6520],[0.84535355],17.861758346403196,[6520],[0.83293563],17.876556,512000,10853275,4096
28,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,28,4096,11328935,[5297],[0.08544501],15.02784490859544,[5297],[0.08493546],15.033828,512000,11328935,4096
29,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,29,4096,13319625,[28705],[0.12322642],13.730540237335859,[28705],[0.14133433],13.593431,512008,13319625,4096
30,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,30,4096,13937609,[28705],[0.19965396],13.353046207286429,[28705],[0.20384191],13.332289,768000,13839450,4096
31,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,31,4096,11670020,[486],[0.70821593],16.47390677821279,[486],[0.7616443],16.401176,512000,11669038,4096
32,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,32,4096,11969537,[298],[0.42786613],14.97987294689318,[298],[0.4939527],14.836257,512000,11969537,4096
33,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,33,4096,17547369,[13],[0.33202679],13.896061514963524,[13],[0.36581558],13.799147,768012,17533169,4096
34,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,34,4096,11136574,[9087],[0.36697525],15.490448381368148,[9087],[0.37205473],15.4767,512000,11136574,4096
35,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,35,4096,16843875,[302],[0.19048301],13.435185060977702,[302],[0.18646672],13.456496,768000,16838379,4096
36,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,36,4096,11963821,[13],[0.419911],13.19055699685357,[13],[0.52987164],12.957968,768012,11962839,4096
37,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,37,4096,21175559,[1745],[0.36799667],14.266013051396817,[1745],[0.44363448],14.079083,512000,21174577,4096
38,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,38,4096,18130491,[264],[0.07591485],11.48663021878626,[264],[0.08733608],11.346479,768000,18130483,4096
39,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,39,4096,18613431,[13],[0.14199897],12.780028035571556,[13],[0.15864259],12.669194,512008,18612449,4096
40,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,40,4096,7842579,[28705],[0.17545276],13.684970278677861,[28705],[0.18559624],13.628769,512000,7841597,4096
41,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,41,4096,11878180,[13],[0.97510089],17.293034691282358,[13],[0.9872105],17.280691,512000,11875468,4096
42,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,42,4096,10480270,[2598],[0.22951299],16.418178189049055,[2598],[0.23268281],16.40446,512000,10480270,4096
43,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,43,4096,12439700,[264],[0.33051608],14.798304048124873,[264],[0.34879223],14.74448,768000,12400611,4096
44,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,44,4096,10974407,[1237],[0.15102721],14.956943747884807,[1237],[0.17206027],14.826559,768000,10974407,4096
45,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,45,4096,12080495,[7368],[0.28507746],16.817294071787728,[7368],[0.288417],16.805643,768057,12080495,4096
46,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,46,4096,8735181,[293],[0.99479475],18.050793030468498,[293],[0.99515307],18.050428,768012,8733161,4096
47,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,47,4096,10779476,[13],[0.81543424],16.036446259755003,[13],[0.83186525],16.016497,512000,10777456,4096
48,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,48,4096,14891228,[272],[0.20506012],14.134887154105828,[272],[0.22759622],14.0306225,512000,14891228,4096
49,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,49,4096,16114640,[272],[0.07309368],13.317259636406405,[272],[0.07828782],13.248611,512008,16114640,4096
50,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,50,4096,10873734,[297],[0.23736787],14.754191821926987,[297],[0.24510664],14.722109,512020,10873734,4096
51,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,51,4096,9766372,[264],[0.61246957],16.71784467404801,[264],[0.62628293],16.695545,512008,9766372,4096
52,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,52,4096,10346382,[1564],[0.99879551],19.129451527163756,[1564],[0.99904615],19.129196,512008,10343670,4096
53,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,53,4096,11642747,[272],[0.2031861],13.484627034391163,[272],[0.21082182],13.447737,768000,11641749,4096
54,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,54,4096,7277858,[28713],[0.96924162],15.97664635771898,[28713],[0.9731429],15.97263,512008,7276876,4096
55,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,55,4096,13942794,[298],[0.39376454],14.317633715090857,[298],[0.40674886],14.2851925,768000,13934048,4096
56,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,56,4096,13915195,[9410],[0.49826879],14.68418732673009,[9410],[0.5045077],14.671738,768000,13891799,4096
57,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,57,4096,13730585,[13],[0.28431553],15.4875290478089,[13],[0.28410769],15.488263,768000,13730585,4096
58,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,58,4096,14489083,[1483],[0.40354688],14.114879150070076,[1483],[0.4214024],14.071579,512000,14489083,4096
59,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,59,4096,11617988,[13],[0.12730267],11.294259126645848,[13],[0.13838506],11.210785,512016,11617988,4096
60,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,60,4096,10848864,[6638],[0.86997461],16.815135439354652,[6638],[0.8566498],16.830568,768012,10847882,4096
61,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,61,4096,12684131,[1192],[0.21187597],14.494198075927528,[1192],[0.19827048],14.560576,768000,12684131,4096
62,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,62,4096,12467159,[575],[0.97849108],17.525836777053303,[575],[0.9809473],17.523329,768012,12465139,4096
63,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,63,4096,13369053,[272],[0.15613546],12.503406994627385,[272],[0.18398432],12.339282,768000,13368207,4096
64,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,64,4096,12118905,[28705],[0.12187148],12.326288604068942,[28705],[0.12956111],12.265108,512028,12118905,4096
65,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,65,4096,14686555,[2516],[0.36850002],14.26791443107794,[2516],[0.43285304],14.106955,512000,14685573,4096
66,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,66,4096,9764218,[8864],[0.59066079],16.12712126488139,[8864],[0.5917081],16.12535,512008,9764218,4096
67,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,67,4096,22127529,[272],[0.23987],14.90671168663349,[272],[0.24897367],14.869462,512000,22127529,4096
68,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,68,4096,11296273,[438],[0.21811776],14.982644878417826,[438],[0.22741811],14.940891,512008,11296273,4096
69,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,69,4096,17168398,[28705],[0.3091767],14.37022482869408,[28705],[0.38660052],14.146748,512008,17167416,4096
70,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,70,4096,13101257,[1204],[0.71531638],15.745135091560257,[1204],[0.7536146],15.692975,768012,13076814,4096
71,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,71,4096,13938635,[429],[0.12416578],14.48085201233949,[429],[0.12450705],14.478109,512000,13938635,4096
72,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,72,4096,15030966,[272],[0.37233828],14.691911934923555,[272],[0.39411634],14.635067,768024,15020479,4096
73,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,73,4096,14867192,[506],[0.21919451],14.855656837582167,[506],[0.22715005],14.82001,768000,14867192,4096
74,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,74,4096,16242513,[13],[0.4978342],13.624049535095757,[13],[0.6004027],13.436715,512000,16239801,4096
75,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,75,4096,16662167,[264],[0.0635376],11.522942418499515,[264],[0.07282813],11.386474,768000,16662167,4096
76,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,76,4096,13719194,[727],[0.22397302],13.864427126433993,[727],[0.22057886],13.879695,512020,13719194,4096
77,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,77,4096,14087197,[272],[0.94056714],16.794695478552743,[272],[0.95989525],16.774353,512008,14085177,4096
78,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,78,4096,18638838,[13],[0.16133052],13.183479599255538,[13],[0.1645239],13.163881,768000,18638329,4096
79,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,79,4096,10869313,[456],[0.32449696],16.142382997731197,[456],[0.33064696],16.12361,768000,10869267,4096
80,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,80,4096,11503174,[264],[0.36149264],14.532203052298543,[264],[0.35429218],14.552324,512040,11503174,4096
81,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,81,4096,12351137,[298],[0.88447044],16.85702674088985,[298],[0.93473],16.801758,512000,12349117,4096
82,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,82,4096,11644875,[374],[0.9834725],17.493102222071805,[374],[0.9880481],17.488459,768000,11642855,4096
83,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,83,4096,12393201,[1235],[0.5270762],15.559963901354807,[1235],[0.53489506],15.54524,768000,12392219,4096
84,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,84,4096,10106094,[855],[0.99724466],21.070885825521003,[855],[0.99717087],21.070957,768012,10095131,4096
85,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,85,4096,9931170,[301],[0.99864907],20.241761693968137,[301],[0.99938333],20.241024,512008,9928458,4096
86,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,86,4096,12882401,[5698],[0.97754205],17.1138852318993,[5698],[0.97340155],17.11813,768000,12878005,4096
87,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,87,4096,16205209,[1162],[0.72053406],14.02434633955753,[1162],[0.77980137],13.945298,768024,16199443,4096
88,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,88,4096,8612392,[28713],[0.99311202],17.231563149185117,[28713],[0.995109],17.229551,512020,8609680,4096
89,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,89,4096,12921609,[272],[0.1380046],13.380807394885725,[272],[0.15523212],13.263171,768000,12921501,4096
90,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,90,4096,13700100,[28705],[0.14138612],14.176931399329813,[28705],[0.13444853],14.227245,768000,13699769,4096
91,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,91,4096,13946197,[10158],[0.2510552],14.789800133896893,[10158],[0.24633126],14.808795,512000,13946197,4096
92,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,92,4096,15400094,[362],[0.75810684],14.011633067671992,[362],[0.7949498],13.964179,512008,15398074,4096
93,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,93,4096,13842191,[16275],[0.20192333],14.797744119007717,[16275],[0.20882496],14.764135,512000,13842191,4096
94,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,94,4096,11357423,[272],[0.3230699],15.054061830735986,[272],[0.34915054],14.976435,768000,11356333,4096
95,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,95,4096,10532669,[1237],[0.12287886],15.292833944925972,[1237],[0.1176964],15.335924,512000,10532669,4096
96,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,96,4096,18260034,[28705],[0.27448122],12.60752200779017,[28705],[0.32921636],12.4256935,768000,18240514,4096
97,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,97,4096,7908896,[706],[0.70181668],17.471533765459792,[706],[0.68236005],17.499647,768000,7906299,4096
98,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,98,4096,11038676,[28713],[0.61182827],14.111584865973539,[28713],[0.6114973],14.112126,512008,11038676,4096
99,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,99,4096,11480028,[1237],[0.26262499],15.713894503519088,[1237],[0.2625329],15.714242,768000,11480028,4096
100,mistralai_Mistral-7B-v0.1,penn_treebank_512,32000,4096,100,4096,13815545,[754],[0.1632753],15.108987525134634,[754],[0.1649334],15.098883,768000,13786847,4096
